YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2021,2021,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.4,6.4,,4.5,8.4,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2013,2013,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,OTH
2016,2016,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,HIS
2020,2020,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4,4,,2.4,5.6,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2016,2016,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,OTH
2017,2017,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.6,,3.3,5.9,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,OTH
2012,2012,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,HIS
2019,2019,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.6,5.6,,3.2,7.9,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,OTH
2011,2011,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,BLK
2011,2011,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,,2.5,3.2,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,WHT
2015,2015,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3,3,,2.6,3.4,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2015,2015,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,MRC
2016,2016,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.8,,2.5,3.1,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,OVERALL,OVR
2020,2020,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.3,2.3,,1.8,2.8,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2020,2020,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,MRC
2018,2018,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9.7,9.7,,7.5,12.5,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,WHT
2021,2021,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.7,5.7,,5.3,6.1,Race/Ethnicity,"White, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2018,2018,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.2,3.2,,2.8,3.5,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,OVERALL,OVR
2017,2017,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,HIS
2014,2014,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.7,2.7,,2.4,3,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,OVERALL,OVR
2012,2012,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,BLK
2012,2012,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,9,9,,7,11.6,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,WHT
2014,2014,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.7,12.7,,9.6,16.5,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2020,2020,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,BLK
2012,2012,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,,2.6,3.1,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,OVERALL,OVR
2011,2011,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.8,,3.2,4.3,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2018,2018,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,HIS
2017,2017,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.7,11.7,,9.1,14.9,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,WHT
2021,2021,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,27.2,27.2,,16.7,41.2,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,HIS
2015,2015,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.5,2.5,,2.3,2.8,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2013,2013,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.5,2.5,,2.2,2.8,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2016,2016,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.3,2.3,,1.8,2.7,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2021,2021,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.5,6.5,,6,7,Gender,Female,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,GENDER,GENF
2018,2018,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.6,,3,4.2,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2021,2021,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,4.8,,4.2,5.3,Gender,Male,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2011,2011,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.4,2.4,,2,2.9,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENM
2019,2019,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.2,4.2,,3.5,4.8,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENF
2020,2020,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,3.1,,2.7,3.5,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,OVERALL,OVR
2012,2012,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.7,10.7,,6.2,17.9,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,OTH
2018,2018,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,MRC
2015,2015,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,2.8,,2,3.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,OTH
2017,2017,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,3.2,4.2,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENF
2013,2013,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,BLK
2012,2012,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,MRC
2016,2016,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.5,,3,4.1,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2021,2021,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.8,6.8,,4.5,9.1,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,HIS
2013,2013,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,1.8,1.8,,1.5,2.2,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENM
2011,2011,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.6,13.6,,10.2,17.8,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,WHT
2018,2018,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,2.7,,2.3,3.1,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2019,2019,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,HIS
2019,2019,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,,2.4,3.4,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENM
2013,2013,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11,11,,8.4,14.3,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,WHT
2011,2011,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.8,,2.7,4.9,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2014,2014,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,,4.1,4.5,Gender,Female,POINT (-111.58713063499971 39.360700171000474),49,MTH,MTH1_0,MEAN,GENDER,GENF
2015,2015,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2,2,,1.7,2.3,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENM
2020,2020,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.9,,2.9,7,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,HIS
2016,2016,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,HIS
2016,2016,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,MRC
2021,2021,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,5.2,,3.2,7.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,OTH
2017,2017,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.5,2.5,,2,2.9,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENM
2014,2014,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.3,2.3,,1.9,2.7,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2018,2018,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,3.2,,2.9,3.6,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2013,2013,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,3.1,,2.7,3.5,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENF
2019,2019,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15,15,,11.8,19,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,WHT
2018,2018,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.5,,2.6,4.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,OTH
2019,2019,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,5.5,,3.6,7.3,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2011,2011,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3,3,,2.6,3.3,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2014,2014,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,13.4,13.4,,7.7,22.3,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,OTH
2021,2021,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,25.3,25.3,,21.7,29.2,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2015,2015,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,,2.5,3.3,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENF
2015,2015,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,OTH
2014,2014,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,MRC
2020,2020,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2017,2017,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,BLK
2017,2017,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,4.6,,3.4,5.8,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2012,2012,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3,3,,2.7,3.4,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2011,2011,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,HIS
2014,2014,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.3,,2.8,3.7,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2016,2016,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,MRC
2016,2016,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3,3,,2.1,3.9,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,OTH
2013,2013,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.4,,2.4,4.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2013,2013,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.4,2.4,,2.1,2.6,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,WHT
2011,2011,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.6,,3.1,4.1,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENF
2021,2021,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,MRC
2018,2018,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,MRC
2019,2019,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.4,,2.9,3.8,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,WHT
2017,2017,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,,2.5,3.2,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,WHT
2012,2012,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,2.9,,2.7,3.2,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2020,2020,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH2_0,CRDPREV,RACE,HIS
2015,2015,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.7,2.7,,2.1,3.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,RACE,OTH
2015,2015,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.3,2.3,,2,2.5,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,RACE,WHT
2020,2020,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,3.4,4.6,Gender,Female,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,MEAN,GENDER,GENF
