Year,State,Question,DataValueType,DataValue,Gender
2021,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2021,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2011,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2011,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2012,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2012,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2013,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2013,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2014,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Female
2014,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Male
2015,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2015,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2016,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,Female
2016,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2017,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,Female
2017,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2018,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,Female
2018,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Male
2019,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,Female
2019,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2020,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,Female
2020,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Male
2021,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,Female
2021,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Male
2011,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2011,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2012,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2012,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2013,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Female
2013,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,Male
2014,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Female
2014,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,Male
2015,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Female
2015,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2016,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2016,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2017,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2017,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2018,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2018,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2019,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2019,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2020,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2020,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2021,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2021,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,Male
2011,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2011,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2012,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2012,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2013,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2013,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2014,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2014,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,Male
2015,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2015,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2016,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2016,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2017,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2017,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2018,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2018,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2019,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,Female
2019,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2020,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,Female
2020,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2021,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,Female
2021,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Male
2011,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2011,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2012,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2012,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2013,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2013,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2014,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2014,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2015,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2015,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2016,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2016,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2017,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2017,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2018,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2018,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2019,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2019,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Male
2020,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Female
2020,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2021,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Female
2021,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Male
2016,Virgin Islands,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Female
2016,Virgin Islands,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,Male
2021,Virgin Islands,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2021,Virgin Islands,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,Male
2011,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Female
2011,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2012,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Female
2012,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2013,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2013,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2014,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2014,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2015,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2015,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2016,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2016,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2017,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2017,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2018,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2018,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2019,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2019,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2020,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2020,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2021,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Female
2021,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
2011,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2011,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2012,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2012,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2013,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2013,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2014,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Female
2014,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2015,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2015,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2016,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2016,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2017,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Female
2017,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2018,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2018,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Male
2019,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2019,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2020,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,Female
2020,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2021,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,Female
2021,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Male
2011,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Female
2011,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2012,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Female
2012,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2013,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2013,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2014,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,Female
2014,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Male
2015,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Female
2015,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2016,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Female
2016,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,Male
2017,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,Female
2017,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Male
2018,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.4,Female
2018,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Male
2019,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.8,Female
2019,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,Male
2020,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,Female
2020,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Male
2021,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.9,Female
2021,West Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Male
2011,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2011,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,Male
2012,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2012,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Male
2013,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2013,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,Male
2014,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2014,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2015,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2015,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Male
2016,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2016,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2017,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2017,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2018,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2018,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2019,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Female
2019,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Male
2020,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,Female
2020,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Male
2021,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Female
2021,Wisconsin,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Male
2011,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Female
2011,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2012,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Female
2012,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2013,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2013,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,Male
2014,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Female
2014,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,Male
2015,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Female
2015,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Male
2016,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2016,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2017,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Female
2017,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,Male
2018,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Female
2018,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2019,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,Female
2019,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Male
2020,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Female
2020,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Male
2021,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,Female
2021,Wyoming,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Male
