Year,State,Question,DataValueType,DataValue,Race/Ethnicity
2015,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Multiracial, non-Hispanic"
2015,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2015,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2016,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2016,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,Hispanic
2016,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Multiracial, non-Hispanic"
2016,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2016,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2017,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2017,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Hispanic
2017,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.3,"Multiracial, non-Hispanic"
2017,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2017,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2018,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,"Black, non-Hispanic"
2018,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.2,Hispanic
2018,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,"Multiracial, non-Hispanic"
2018,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Other, non-Hispanic"
2018,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2019,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Black, non-Hispanic"
2019,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Hispanic
2019,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.9,"Multiracial, non-Hispanic"
2019,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Other, non-Hispanic"
2019,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2020,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2020,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,Hispanic
2020,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.0,"Multiracial, non-Hispanic"
2020,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2020,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2021,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Black, non-Hispanic"
2021,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Hispanic
2021,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.0,"Multiracial, non-Hispanic"
2021,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Other, non-Hispanic"
2021,Pennsylvania,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2011,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2013,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Hispanic
2014,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Hispanic
2015,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2016,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2017,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Hispanic
2018,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2019,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Hispanic
2020,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2021,Puerto Rico,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Hispanic
2011,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2011,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,Hispanic
2011,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Other, non-Hispanic"
2011,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2013,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"Black, non-Hispanic"
2013,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Hispanic
2013,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2013,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Other, non-Hispanic"
2013,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2014,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"Black, non-Hispanic"
2014,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2014,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.7,"Multiracial, non-Hispanic"
2014,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Other, non-Hispanic"
2014,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2015,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Black, non-Hispanic"
2015,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Hispanic
2015,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
2015,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Other, non-Hispanic"
2015,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2016,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2016,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,Hispanic
2016,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.9,"Multiracial, non-Hispanic"
2016,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Other, non-Hispanic"
2016,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2017,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Black, non-Hispanic"
2017,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,Hispanic
2017,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.4,"Multiracial, non-Hispanic"
2017,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Other, non-Hispanic"
2017,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2018,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Black, non-Hispanic"
2018,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Hispanic
2018,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.9,"Multiracial, non-Hispanic"
2018,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Other, non-Hispanic"
2018,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2019,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2019,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2019,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.3,"Multiracial, non-Hispanic"
2019,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Other, non-Hispanic"
2019,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2020,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Black, non-Hispanic"
2020,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Hispanic
2020,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.1,"Multiracial, non-Hispanic"
2020,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Other, non-Hispanic"
2020,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2021,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"Black, non-Hispanic"
2021,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2021,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
2021,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Other, non-Hispanic"
2021,Rhode Island,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"White, non-Hispanic"
2011,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2011,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Hispanic
2011,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.7,"Multiracial, non-Hispanic"
2011,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Other, non-Hispanic"
2011,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2013,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2013,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Hispanic
2013,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.5,"Multiracial, non-Hispanic"
2013,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Other, non-Hispanic"
2013,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2014,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2014,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Hispanic
2014,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2014,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Other, non-Hispanic"
2014,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"White, non-Hispanic"
2015,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Black, non-Hispanic"
2015,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2015,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.0,"Multiracial, non-Hispanic"
2015,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Other, non-Hispanic"
2015,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2016,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2016,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,Hispanic
2016,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.3,"Multiracial, non-Hispanic"
2016,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Other, non-Hispanic"
2016,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2017,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2017,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Hispanic
2017,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.8,"Multiracial, non-Hispanic"
2017,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Other, non-Hispanic"
2017,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2018,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2018,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,Hispanic
2018,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.1,"Multiracial, non-Hispanic"
2018,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Other, non-Hispanic"
2018,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"White, non-Hispanic"
2019,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2019,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2019,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
2019,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Other, non-Hispanic"
2019,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2020,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2020,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2020,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.0,"Multiracial, non-Hispanic"
2020,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Other, non-Hispanic"
2020,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"White, non-Hispanic"
2021,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Black, non-Hispanic"
2021,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2021,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.4,"Multiracial, non-Hispanic"
2021,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Other, non-Hispanic"
2021,South Carolina,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"White, non-Hispanic"
2011,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2011,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Other, non-Hispanic"
2011,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"White, non-Hispanic"
2013,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Multiracial, non-Hispanic"
2013,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Other, non-Hispanic"
2013,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,"White, non-Hispanic"
2014,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2014,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,"White, non-Hispanic"
2015,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Hispanic
2015,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.6,"Multiracial, non-Hispanic"
2015,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2015,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,"White, non-Hispanic"
2016,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2016,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"White, non-Hispanic"
2017,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Other, non-Hispanic"
2017,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"White, non-Hispanic"
2018,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2018,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,"White, non-Hispanic"
2019,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Hispanic
2019,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,"Multiracial, non-Hispanic"
2019,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Other, non-Hispanic"
2019,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2020,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Hispanic
2020,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,"Other, non-Hispanic"
2020,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,"White, non-Hispanic"
2021,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Hispanic
2021,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,10.7,"Multiracial, non-Hispanic"
2021,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Other, non-Hispanic"
2021,South Dakota,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2011,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Black, non-Hispanic"
2011,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2013,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Black, non-Hispanic"
2013,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2014,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"Black, non-Hispanic"
2014,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.0,Hispanic
2014,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.5,"Other, non-Hispanic"
2014,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"White, non-Hispanic"
2015,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2015,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.9,"Multiracial, non-Hispanic"
2015,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2016,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2016,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2016,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.7,"Multiracial, non-Hispanic"
2016,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,"Other, non-Hispanic"
2016,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2017,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Black, non-Hispanic"
2017,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,Hispanic
2017,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.4,"Multiracial, non-Hispanic"
2017,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Other, non-Hispanic"
2017,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2018,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Black, non-Hispanic"
2018,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Hispanic
2018,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.8,"Multiracial, non-Hispanic"
2018,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,"Other, non-Hispanic"
2018,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"White, non-Hispanic"
2019,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Black, non-Hispanic"
2019,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,Hispanic
2019,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2019,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Other, non-Hispanic"
2019,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"White, non-Hispanic"
2020,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Black, non-Hispanic"
2020,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Hispanic
2020,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.1,"Multiracial, non-Hispanic"
2020,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,"Other, non-Hispanic"
2020,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"White, non-Hispanic"
2021,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Black, non-Hispanic"
2021,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.8,Hispanic
2021,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.7,"Multiracial, non-Hispanic"
2021,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Other, non-Hispanic"
2021,Tennessee,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"White, non-Hispanic"
2011,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2011,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Hispanic
2011,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.0,"Multiracial, non-Hispanic"
2011,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2011,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2013,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2013,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Hispanic
2013,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.1,"Multiracial, non-Hispanic"
2013,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,"Other, non-Hispanic"
2013,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"White, non-Hispanic"
2014,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2014,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Hispanic
2014,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Multiracial, non-Hispanic"
2014,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,1.7,"Other, non-Hispanic"
2014,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.9,"White, non-Hispanic"
2015,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2015,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Hispanic
2015,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2015,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"White, non-Hispanic"
2016,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Black, non-Hispanic"
2016,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2016,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.2,"Other, non-Hispanic"
2016,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2017,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2017,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Hispanic
2017,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.5,"Multiracial, non-Hispanic"
2017,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.5,"Other, non-Hispanic"
2017,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2018,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Black, non-Hispanic"
2018,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Hispanic
2018,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Multiracial, non-Hispanic"
2018,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2018,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2019,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2019,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Hispanic
2019,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Multiracial, non-Hispanic"
2019,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2019,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2020,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Black, non-Hispanic"
2020,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Hispanic
2020,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.9,"Multiracial, non-Hispanic"
2020,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2020,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2021,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Black, non-Hispanic"
2021,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,Hispanic
2021,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"Multiracial, non-Hispanic"
2021,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2021,Texas,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"White, non-Hispanic"
2011,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Hispanic
2011,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Multiracial, non-Hispanic"
2011,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2011,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
