Year,StateAbbr,State,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation
2015,NY,New York,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.4,3.9,Race/Ethnicity,"White, non-Hispanic",POINT (-75.54397042699964 42.82700103200045)
2020,NY,New York,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,3.7,4.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-75.54397042699964 42.82700103200045)
2019,NY,New York,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.5,14.3,18.9,Race/Ethnicity,"White, non-Hispanic",POINT (-75.54397042699964 42.82700103200045)
2013,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.1,13.7,18.9,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2012,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.7,13.1,18.6,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2015,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.6,4.2,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2012,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.9,4.3,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2018,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.3,4.9,5.6,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2016,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.8,17.1,22.8,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2014,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.0,13.0,34.6,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2013,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.7,14.7,21.1,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2013,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.5,4.0,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2013,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.2,4.0,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2016,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.4,9.6,26.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.5,4.9,8.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2021,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,26.9,18.8,37.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,2.7,6.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2021,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.6,4.6,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,4.0,6.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2019,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.3,5.0,5.6,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.1,4.2,6.0,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2018,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,3.3,5.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2012,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,3.6,5.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.5,4.0,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2019,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.9,5.5,6.3,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2014,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.5,13.3,17.9,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,3.7,4.3,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.5,3.5,5.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2015,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,4.3,5.1,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2011,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.9,15.4,20.7,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.1,4.8,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.6,5.3,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2012,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,3.9,5.3,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2017,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,24.4,14.6,38.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2021,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.1,4.1,6.0,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2013,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,3.6,6.0,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2017,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.2,4.8,5.6,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2014,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.4,14.3,21.0,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2013,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.1,13.6,33.9,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,3.9,4.4,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.5,5.2,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.5,4.9,8.0,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,4.4,5.2,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2017,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,4.3,4.9,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2012,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.5,15.4,19.8,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2018,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.8,7.7,17.5,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,4.3,4.8,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,4.4,6.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.1,4.8,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.3,5.0,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.1,3.9,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2017,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,23.4,16.7,31.8,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2017,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,2.9,6.1,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2018,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.0,11.0,22.6,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2012,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.3,3.6,7.0,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2015,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.1,2.7,3.5,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,3.5,5.9,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2021,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,23.5,20.5,26.8,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2013,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.9,4.5,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,3.7,6.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,2.9,3.6,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2018,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,2.2,4.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2011,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.0,13.7,30.8,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,3.4,6.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2018,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,25.0,15.4,38.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.7,5.2,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2013,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.0,2.7,3.3,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2012,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.4,11.6,22.6,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.4,4.3,6.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.5,5.2,7.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,3.2,4.1,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2019,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,20.9,13.0,31.8,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2012,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.2,7.5,19.1,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.0,1.6,4.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.1,3.8,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2017,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.9,3.5,4.2,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2018,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,4.5,5.2,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,1.6,4.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2018,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.5,5.0,5.9,Gender,Female,POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.2,10.6,21.4,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2013,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.2,4.8,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2021,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.0,9.5,20.1,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.3,5.0,Gender,Female,POINT (-97.52107021399968 35.47203135600046)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.7,4.3,5.0,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2012,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.3,3.5,5.1,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.7,2.7,4.6,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2019,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,3.9,4.6,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2020,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.8,15.5,32.1,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2013,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.8,1.8,3.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.3,4.2,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.5,4.3,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2021,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.3,4.9,5.8,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2019,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,12.4,8.3,18.2,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2018,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.5,4.3,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2018,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,3.5,4.5,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2018,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,4.4,5.1,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2018,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.2,5.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.8,4.5,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2019,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,34.5,22.7,48.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2012,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,3.8,4.2,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2012,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.2,14.0,18.6,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2015,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.5,4.0,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2015,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.2,4.9,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2016,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.2,13.3,17.3,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.6,4.1,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.2,4.1,6.4,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2021,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.8,5.3,6.2,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.9,4.5,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2013,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.4,3.9,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.1,4.7,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.5,4.0,6.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.5,4.7,8.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2019,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.4,16.9,22.3,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2013,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.3,3.2,5.3,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.8,3.1,6.5,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.2,4.6,7.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.1,5.6,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,9.1,5.9,12.4,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.1,3.3,6.9,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2017,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.2,15.2,19.5,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2018,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.3,5.1,9.5,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.9,4.3,7.4,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2011,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.6,15.1,20.5,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2018,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,8.9,6.3,11.5,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,3.4,5.4,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,4.5,5.1,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2017,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,4.6,5.3,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,3.8,4.4,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2013,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.8,9.5,22.4,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,2.9,5.1,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2012,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.1,3.8,6.5,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2018,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.1,13.5,31.6,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.4,4.1,4.7,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2021,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.7,4.7,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,2.3,7.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,4.4,6.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2012,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.7,4.4,5.0,Gender,Female,POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.7,5.2,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2021,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,4.3,6.2,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2016,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.8,13.1,26.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2012,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.6,3.2,4.0,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
